provider,search_keyword,search_url,scroll_index,post_url,collected_at
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@yoidore_gourmet/video/7660091015390334226,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@jukipappafan/video/7622974907621608724,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@sa_kura7630new/video/7662668028982725909,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@satera_gohan/video/7449278594578173192,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@ponmatsu_house/video/7312384134117100801,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@yakitoriyoshi/video/7612559787762502919,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@masayasan1996/video/7196213015677570305,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@oredake.jp/video/7653034366599220501,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@goriranobita/video/7661566976736775444,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@nakajii7777/video/7672718183106743570,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@asugourmet/video/7460269324150869266,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@goriranobita/video/7636702688444501268,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@yukarirecipe/video/7658937669631610132,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@nananan2929/video/7456336836001058055,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@natsu_repo/video/7589238227651939605,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@laiq822/video/7656703826627513621,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@otake_setsuyaku/video/7543602696029326610,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@uchiyamasan7322/video/7666421692637400341,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@maru10071007/video/7613569961528691988,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@chikkach/video/7635422153654963474,2026-08-27T10:50:00Z
tiktok,焼き鳥,https://www.tiktok.com/tag/%E7%84%BC%E3%81%8D%E9%B3%A5,4,https://www.tiktok.com/@chikkach/video/7669754994681335058,2026-08-27T10:50:00Z
