overture_id,google_place_id,name,name_query,address_query,latitude,longitude,postcode,basic_category,overture_confidence,match_rule,match_detail,confidence_tier,geo_verification
016ff085-99e1-47c3-8dd0-dca1b3d01818,ChIJ7foZrQc4PjURiBScJzaDkMU,珈琲&ピザハウス なんだろうくん,珈琲&ピザハウス なんだろうくん,〒895-0073 鹿児島県薩摩川内市国分寺町7062−2,31.8305340,130.3064651,895-0073,restaurant,0.353,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0173d984-da3d-4b11-a164-218617f33b87,ChIJQbKu_vflAGARdgP0ty_N_iM,焼肉 松本 別邸,焼肉 松本 別邸,〒532-0003 淀川区宮原5-4-18,34.7386131,135.4973984,532-0003,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
018fd173-21dc-4932-b727-b389f73ae824,ChIJ_aIdYYKLGGAR7VFE18FbI-A,Bar White Oak,Bar White Oak,〒104-0061 東京都中央区銀座8丁目7−7,35.6684208,139.7611923,104-0061,bar,0.987,layered_strict_wide,layer1_intersection_in_box,A,confirmed
019386e4-56f1-497a-be02-7e64c6a12617,ChIJR3XT9qXtGGARoTui2AG6z-w,ふなせ,ふなせ,〒175-0093 東京都板橋区赤塚新町3丁目12−12,35.7710133,139.6366501,175-0093,restaurant,0.962,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01946771-46a8-4ead-8151-9bd174c46b8e,ChIJGToU-ffbAGAR9S6dTRqqYSc,しゃぶ葉,しゃぶ葉,〒591-8008 北区東浅香山町4-1-12,34.5838070,135.5156937,591-8008,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,B,confirmed
019deea2-6fab-4dfc-bfaf-19aefa82f817,ChIJtSp4wCCCiV8RqF5Ua3iHJPU,焼肉のとことーん,焼肉のとことーん,〒981-3352 宮城県富谷市富ケ丘2丁目16−29,38.3616695,140.8673477,981-3352,restaurant,0.894,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01b4d0a6-33b2-4768-b874-5357a1ffdf82,ChIJv_83pz2NGGARe7YIlZPcTw0,BAR the HARLEY,BAR the HARLEY,〒169-0075 東京都新宿区高田馬場2丁目1−1,35.7117176,139.7099838,169-0075,restaurant,0.996,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01c58957-9dc7-49de-b62a-3bb0a21e53ae,ChIJ4cY76qLsGGARyh3IGZm1Ro8,コーヒーハウス トレビアン,コーヒーハウス トレビアン,〒175-0082 高島平9-1-9,35.7869740,139.6727371,175-0082,cafe,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01df5a8c-bbdc-4204-9845-c6a5c820392d,ChIJCbcl17gpH2ARKj8GNxU-yIU,ヴァンテアン,ヴァンテアン,〒360-0044 埼玉県熊谷市弥生2丁目62,36.1413212,139.3879013,360-0044,restaurant,0.591,layered_strict_wide,layer1_intersection_in_box,B,confirmed
01e0b831-dacb-4914-ae39-3389390d4408,ChIJr911_DElImARncotgAH5V60,鶏醤油拉麺専門店 そうわ,鶏醤油拉麺専門店 そうわ,〒310-0846 109 Tonocho,36.3270168,140.4513474,310-0846,restaurant,0.985,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01ed6726-1e24-43a9-b602-d7f44cda7aec,ChIJYdudtlb2GmAROmYDqErEEHI,土井酒造場,土井酒造場,〒437-1407 静岡県掛川市小貫633,34.7170048,138.0452805,437-1407,brewery,0.998,layered_strict_wide,layer1_intersection_in_box,A,confirmed
01f4e97e-10e8-4b4b-b5a1-3c4f97865f24,ChIJydkm7pLmAGARw0sMqdr26zA,シュガーバターの木 阪急うめだ店,シュガーバターの木 阪急うめだ店,〒530-8350 北区角田町8-7,34.7023869,135.4985046,530-8350,casual_eatery,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
021448f1-e683-4dce-a7c5-1c7a2a3a0a73,ChIJ35BPcZMtQDURLonjaTy_Vmo,ほっともっと,ほっともっと,〒849-2101 佐賀県杵島郡大町町大町151,33.2152882,130.1310349,849-2101,restaurant,0.953,layered_strict_wide,layer1_intersection_in_box,B,confirmed
0218c433-b5c6-4b2c-b4cd-02e39d976b3e,ChIJi0Io5M3di18RAn6WUGtv_k8,からあげバル あや鳥,からあげバル あや鳥,〒999-3711 山形県東根市中央2丁目12−36,38.4325581,140.3906708,999-3711,restaurant,0.871,layered_strict_wide,layer1_intersection_in_box,A,confirmed
021c135e-76ca-44b2-8542-d5c21bf01a36,ChIJK3jvnWBFGGARMz3AprNx-4I,鎌倉ニュージャーマン ルミネ大船店,鎌倉ニュージャーマン ルミネ大船店,〒247-0056 神奈川県鎌倉市大船1丁目4−1,35.3530369,139.5311356,247-0056,casual_eatery,0.941,layered_strict_wide,layer1_intersection_in_box,A,confirmed
021e1564-9d35-4d9b-90e2-9aeb028441b3,ChIJ85kIjltgGGARv5wc5cMRHzM,グリルスズコウ,グリルスズコウ,〒144-0052 東京都大田区蒲田5丁目16−8,35.5622578,139.7174301,144-0052,restaurant,0.965,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02209d2b-e364-4400-b430-0529c7d8418e,ChIJMyOrJuQWGWARGLlg45vYBVg,てくてく,てくてく,〒252-0185 神奈川県相模原市緑区日連618−3,35.6086388,139.1559372,252-0185,cafe,0.762,layered_strict_wide,layer1_intersection_in_box,B,confirmed
02211310-be6e-4b6f-b450-a28da5adf469,ChIJSxOYvz0oil8RgMXUISAJCT4,讃岐うどんの店 文ちゃんうどん,讃岐うどんの店 文ちゃんうどん,〒980-0811 2 Chome-3-30-59 Ichibancho,38.2589722,140.8739624,980-0811,restaurant,0.960,layered_strict_wide,layer1_intersection_in_box,A,confirmed
022f1429-48b3-4be9-abd9-c3ff487ca9d1,ChIJl1ccDYbJHmARiL_YRgaFjoU,晴れパン 青梅店,晴れパン 青梅店,〒198-0036 河辺町8丁目2-11,35.7833767,139.2926407,198-0036,casual_eatery,0.770,layered_strict_wide,layer2_top1_in_box,B,confirmed
0232c904-c09d-4b60-b037-33f566b00175,ChIJC_t3jreFGWARLF7oNy-HHgg,Gong Cha,Gong Cha,"〒410-0302 Higashishiiji, 字東荒301番地3 ららぽーと沼津 1階",35.1197643,138.8405075,410-0302,non_alcoholic_beverage_venue,0.991,layered_strict_wide,layer1_intersection_in_box,B,confirmed
0238969f-ef66-45a1-b3ce-8b43e46f0972,ChIJBQEvmTxzQTURlq9j-59Bd94,ラーメンごくまる 浮羽店,ラーメンごくまる 浮羽店,〒839-1311 吉井町若宮30-5,33.3410244,130.7645645,839-1311,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
023d6975-dd1f-4b18-b572-aad9b449ebb5,ChIJsSOhWnn5F2AR2ycAzgSHwbU,居酒屋 ひろせ,居酒屋 ひろせ,〒294-0008 千葉県館山市広瀬488−1,35.0067940,139.9002151,294-0008,bar,0.952,layered_strict_wide,layer1_intersection_in_box,A,confirmed
024c7c2d-7d40-4df6-afe4-860ecd32cdb4,ChIJzb4SPG07AWARPmb4OECfclg,G is Good SPICE CURRY,G is Good SPICE CURRY,〒630-8357 奈良市杉ヶ町32-5 3F,34.6784039,135.8203812,630-8357,bar,0.906,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0255a36a-a9c1-49de-9a85-699747e35685,ChIJbUg5KVdzA2AR_yDicqcpkyo,街かど屋小牧店,街かど屋小牧店,〒485-0039 愛知県小牧市外堀3丁目194−1,35.2749996,136.9072952,485-0039,restaurant,0.996,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0261337a-7004-4ce8-ab63-f833a0527ba4,ChIJ8wf5x-_WBGARP_3Jz_WRX6Q,あら波,あら波,〒441-3214,34.6521015,137.3429718,441-3214,non_alcoholic_beverage_venue,0.626,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0269be29-3864-45e3-81b9-da37e1cddf39,ChIJzzM9s-bVVDURXN2ocDU3hEE,台湾料理・阿里山,台湾料理・阿里山,〒651-2404 兵庫県神戸市西区岩岡町古郷1489−29,34.7186527,134.9300079,651-2404,restaurant,0.929,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02708157-525c-43a9-bfe7-8fc1c3bf7339,ChIJqa9kirDnAGAR1lNWqeIBmyY,ラム・ストゥーリィは突然に,ラム・ストゥーリィは突然に,〒553-0003 福島区福島2-7-16,34.6943054,135.4868546,553-0003,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
027941b8-d373-4bb5-b8fe-1e3a073eed23,ChIJlyfHvMDFAGARpio5YafEo_M,友情,友情,〒596-0005 大阪府岸和田市春木旭町19−16,34.4776955,135.3926163,596-0005,bar,0.305,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02968562-19a6-4785-b79c-a20f2b4910f4,ChIJH7HT504ZRzURd2CnciKqK4s,瀧商店,瀧商店,〒882-0822 宮崎県延岡市南町1丁目4−1,32.5809727,131.6674194,882-0822,restaurant,0.938,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02d15711-f928-4c73-9812-f207f117b365,ChIJtdbOlUbnAGARTaylQhSI2_I,燻製居酒屋 トリベーネ 梅田店,燻製居酒屋 トリベーネ 梅田店,"〒530-0012 Shibata, 1 Chome−12−7 1f",34.7077160,135.4970627,530-0012,restaurant,0.720,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02d33ae6-b0dc-40bb-81aa-eb1487e1547a,ChIJWVrIbCUbAWARhGNTGGcN3hM,楽食酒礎,楽食酒礎,〒614-8093 京都府八幡市八幡三本橋35−1,34.8750858,135.7063522,614-8093,restaurant,0.988,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02d89262-99dc-48d1-a03d-772ae8d0f9c8,ChIJp2oTXFQNAWARYNKDuUlUP3o,Fusion Dining よつ葉,Fusion Dining よつ葉,〒520-0855 滋賀県大津市栄町3−4,34.9770756,135.9012222,520-0855,bar,0.730,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02dc76fc-9cb1-4925-a4f7-ec56ad363bc0,ChIJp93orzKTGGARGFHXJ6lElmw,【板橋区 志村坂上】焼肉まっちゃん,【板橋区 志村坂上】焼肉まっちゃん,〒174-0056 東京都板橋区志村1丁目33−2,35.7758522,139.6918259,174-0056,restaurant,0.866,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02df375e-832c-4fba-8e96-4e544e2ce4e5,ChIJzcE6NuzlGGAR-f4xeRnLWbw,鍵屋,鍵屋,〒184-0005 東京都小金井市桜町3丁目7−1,35.7166767,139.5148544,184-0005,bar,0.601,layered_strict_wide,layer1_intersection_in_box,B,confirmed
02f19cf2-5442-4491-abf9-3e67f4f41487,ChIJqXsL0fqlA2AR2GG7XKlXktI,エッカ,エッカ,〒501-6242 岐阜県羽島市竹鼻町錦町67,35.3225880,136.6958542,501-6242,coffee_shop,0.425,layered_strict_wide,layer1_intersection_in_box,B,confirmed
02f3eddf-f8da-4beb-8c7d-f044648d8a1c,ChIJ3ctDyLoKAGAREMgxVBZ-1mE,竹の子,竹の子,兵庫県西脇市比延町915,34.9972610,135.0098267,,restaurant,0.501,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02f8def9-1fcb-40cb-9e7d-88e66029fff3,ChIJScE3mn6SHmAR0y9BS7aN35A,登利平 高崎西支店,登利平 高崎西支店,〒370-0862 片岡町2-5-10,36.3164444,138.9975815,370-0862,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
02fd4446-5a65-4400-945d-690ef28495bd,ChIJq6q6OmkuImARSM8K-z2EnBU,フライングガーデン,フライングガーデン,〒312-0012 大字馬渡556-1,36.4007816,140.5802231,312-0012,restaurant,0.988,layered_strict_wide,layer1_intersection_in_box,B,confirmed
030f1a94-5857-490f-b4d8-06d9faa98ba5,ChIJeTFDvRz3-F8RssmOfRT2OuU,Iburu Charcoal Grilled Chicken and Smoked Sake Bar,Iburu Charcoal Grilled Chicken and Smoked Sake Bar,〒922-0242 17-223 Yamashiroonsen,36.2891941,136.3601303,922-0242,restaurant,0.943,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0321e030-fb84-430c-8498-8bb810a571a5,ChIJZ95kwXmbajURCrrklkyXpds,めしや あり菜,めしや あり菜,佐賀県西松浦郡有田町大野乙2588,33.1773281,129.8893356,,restaurant,0.913,layered_strict_wide,layer1_intersection_in_box,A,confirmed
032b3eae-825a-403e-a3bc-fa6e8571586f,ChIJtT-S9m7GHmARWJHa5-HEFsc,お豆ふ処うめだ屋,お豆ふ処うめだ屋,埼玉県秩父郡長瀞町長瀞268,36.1007175,139.1094360,,restaurant,0.995,layered_strict_wide,layer1_intersection_in_box,A,confirmed
032f5010-9959-4d41-87cb-802ebe161981,ChIJjV_p4gZZiV8RewhmC-pofJk,居酒屋和み,居酒屋和み,〒999-4228 山形県尾花沢市上町5丁目2−34,38.6019554,140.4017029,999-4228,bar,0.665,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0330db76-0f97-4e98-b052-43439cd9a645,ChIJ_an2HosgGWAR1Y8gqZmJ34U,鮨 はしば,鮨 はしば,〒190-1221 東京都西多摩郡瑞穂町箱根ケ崎527−1,35.7753639,139.3466187,190-1221,restaurant,0.925,layered_strict_wide,layer1_intersection_in_box,A,confirmed
033a7edf-9b96-4425-b3bf-e08b10289d8c,ChIJa4N8r2zFAGARchhnKA_G2Xc,ニュー喜久家,ニュー喜久家,〒594-0071 大阪府和泉市府中町7丁目3−45,34.4888134,135.4258957,594-0071,restaurant,0.622,layered_strict_wide,layer1_intersection_in_box,A,confirmed
034ab4f6-6e4c-4163-ad4e-fc6b3e743979,ChIJxZiBn6f9GGARc_8H86X94QM,たらふく酒場,たらふく酒場,〒252-0206 神奈川県相模原市中央区淵野辺3丁目9−17,35.5711765,139.3933792,252-0206,restaurant,0.974,layered_strict_wide,layer1_intersection_in_box,A,confirmed
034b9050-d358-4494-a871-39482a166b47,ChIJpQ93EmiCGGARd1yNxngT1dY,夏見屋そば店,夏見屋そば店,〒277-0944 千葉県柏市南高柳4−28,35.8060207,139.9992752,277-0944,restaurant,0.850,layered_strict_wide,layer1_intersection_in_box,B,confirmed
034bb300-f9b2-4cde-bca4-a7abb401367a,ChIJq5e1mMiNGGARgDzfYFo9KTw,鮨 あお,鮨 あお,〒107-0061 東京都港区北青山3丁目10−13,35.6641903,139.7105942,107-0061,restaurant,0.998,layered_strict_wide,layer1_intersection_in_box,A,confirmed
034d5fd0-18a9-4dc7-b38a-e0342bc92d7b,ChIJZwt0ZqVLA2ARqOsMzr6cNx0,3CAFE,3CAFE,〒509-7201 岐阜県恵那市大井町2695−511,35.4786129,137.4213943,509-7201,cafe,0.981,layered_strict_wide,layer1_intersection_in_box,A,confirmed
034e0adf-7c59-472f-8cbe-2cffefce013c,ChIJbwNrRonKQTUR1RSfqOA9O_k,人力うどん佐大南店,人力うどん佐大南店,佐賀県佐賀市本庄町大字本庄213−1,33.2399769,130.2943649,,restaurant,0.998,layered_strict_wide,layer1_intersection_in_box,A,confirmed
035f1f0c-dace-4b36-9ff1-35deb31f1513,ChIJ1b0luxNcGGARVtpX9FsVRWs,Afternoon Tea LOVE & TABLE,Afternoon Tea LOVE & TABLE,〒220-0011 西区高島2-16-1,35.4650898,139.6229324,220-0011,cafe,0.770,layered_strict_wide,layer1_intersection_in_box,B,confirmed
03606eff-e231-4fe8-a346-e94cd046130e,ChIJ8QpTx2WLImAR-Ys63osJkOE,おぴっぴ,おぴっぴ,〒286-0201 千葉県富里市日吉台4丁目9−16,35.7669334,140.3211441,286-0201,restaurant,0.982,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03643d87-5534-4874-90e1-593cf2297768,ChIJ6bhSnYYpC18R_1WVuxmWKwk,BB BROTHER,BB BROTHER,"〒064-0805 Minami 5 Jonishi, 3 Chome−10 Grand Keiwa Building, 4F",43.0549259,141.3540802,064-0805,restaurant,0.995,layered_strict_wide,layer1_intersection_in_box,A,confirmed
036fd061-e4c6-41e8-be5e-32e7cad37481,ChIJP8NNrM1dQzURyArq1XeLQ5M,お菓子のアトリエ シュー,お菓子のアトリエ シュー,〒759-4101 2650-1 Higashifukawa,34.3645115,131.1816788,759-4101,casual_eatery,0.720,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03716749-929c-4673-b278-4b43063c3e88,ChIJZeWHbHKFGGARs37hhgZIYSQ,モガール洋菓子店,モガール洋菓子店,〒125-0041 東京都葛飾区東金町1丁目34−1,35.7733479,139.8715744,125-0041,casual_eatery,0.976,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03783c33-2896-4fc9-a0d2-8c897d1d4855,ChIJuSrO7VaKGGARcyam2WuHGaI,Main Bar Asama,Main Bar Asama,〒629-3422 京都府京丹後市久美浜町湊宮1742,35.6313763,139.7355881,629-3422,bar,0.952,layered_strict_wide,layer1_intersection_in_box,B,confirmed
039fc8b8-a4f5-4b58-87a3-a6f131fc1ce6,ChIJw2-DEh71GGARZg2GdpKwcC4,ヴァン ヴィーノ,ヴァン ヴィーノ,〒152-0035 東京都目黒区自由が丘2丁目15−24,35.6082325,139.6661987,152-0035,restaurant,0.970,layered_strict_wide,layer1_intersection_in_box,B,confirmed
03a7710a-0c0b-4a41-9575-1a3b706160da,ChIJoXU0XGp0QTUR6Qqidr7XiZA,純手打ちうどん み原,純手打ちうどん み原,〒838-0023 福岡県朝倉市三奈木2785−18,33.4026814,130.6969986,838-0023,restaurant,0.957,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03b270e1-53c2-44f2-8b29-33e59c6a1592,ChIJ1Yp71cGYA2ARxaueJTMIiKU,喫茶グリーン倶楽部,喫茶グリーン倶楽部,〒496-0809 昭和町3-8-1,35.1821461,136.7283859,496-0809,coffee_shop,0.828,layered_strict_wide,layer1_intersection_in_box,B,confirmed
03c3ce7c-0e45-401b-8184-f24192371e8b,ChIJIf21Pc-vA2ARWEQICi9bCtQ,そば家,そば家,〒500-8369 岐阜県岐阜市敷島町9丁目9−1,35.4086285,136.7307816,500-8369,restaurant,0.891,layered_strict_wide,layer1_intersection_in_box,B,confirmed
03c892da-5a21-438a-abdb-a72895de3cb6,ChIJjcNzsDYOAWARnNZu6WH9X0s,来来亭六地蔵店,来来亭六地蔵店,〒612-8002 京都府京都市伏見区桃山町山ノ下19−13,34.9396763,135.7955170,612-8002,restaurant,0.998,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03d5521c-2265-4263-9417-d0e4030e402b,ChIJo8C-y_ikGWARpCwqJY8a3KM,個室居酒屋 くいもの屋わん 小田原店,個室居酒屋 くいもの屋わん 小田原店,〒250-0011 栄町1丁目2-11 みのやビル2F,35.2549839,139.1573257,250-0011,bar,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03e464a8-7d29-45bd-8f96-a8e9de1e5403,ChIJo_5vgk4ZTjURl05AUWDSu54,デポー 菜園場店,デポー 菜園場店,〒780-0823 高知県高知市菜園場町3−8,33.5601482,133.5482712,780-0823,restaurant,0.947,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03ec9ea7-fa55-4903-8eee-4731fee48f30,ChIJsyhS5hJ49l8RsC5devwVKhc,そば処直江津庵,そば処直江津庵,〒942-0003 新潟県上越市東町1−1,37.1712551,138.2435989,942-0003,restaurant,0.980,layered_strict_wide,layer1_intersection_in_box,A,confirmed
03f33a5f-cd06-4db8-8e43-5295082f2e6c,ChIJo8t41Z5fGGARyH-F4TPW_ho,バーガーキング,バーガーキング,神奈川県横浜市港北区新横浜三丁目18番地5,35.5102787,139.6162720,,fast_food_restaurant,0.954,layered_strict_wide,layer1_intersection_in_box,B,confirmed
03fcf717-140a-4cb8-a806-a1832f273abb,ChIJf7kZripxA2AR8s0mjl78wQs,フグ料理徳福,フグ料理徳福,〒460-0003 愛知県名古屋市中区錦3丁目2−31,35.1728115,136.9031830,460-0003,restaurant,0.994,layered_strict_wide,layer1_intersection_in_box,A,confirmed
04036f43-b927-4fe3-9e83-69c35ca5161a,ChIJAQAE0MHJGGARiPUgCEzdzQo,横濱魚萬久喜西口駅前店,横濱魚萬久喜西口駅前店,〒346-0003 埼玉県久喜市久喜中央2丁目10−26,36.0656681,139.6763763,346-0003,restaurant,0.997,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0406d458-c905-4138-b517-f4e822a1d3ca,ChIJrw3ybJxr5TQRu38EJ9_SZr8,くぅちゃん,くぅちゃん,"〒901-2127 Yafuso, 4 Chome−7−21 松島ビル 2階",26.2547531,127.7068176,901-2127,bar,0.857,layered_strict_wide,layer1_intersection_in_box,A,confirmed
040fb525-9a9c-49a4-9216-3ff4f1206cbe,ChIJl3Eq9LLlQDURCFvJR6YQ1hQ,ジョイフル 大津店,ジョイフル 大津店,熊本県菊池郡菊陽町原水2927,32.8742847,130.8490829,,restaurant,0.995,layered_strict_wide,layer1_intersection_in_box,B,confirmed
041122f7-eaee-4b8d-aa8a-20c9e0b0c8a6,ChIJFR-oOa6PAGARoqhw0wxbxZQ,すみのひのとも,すみのひのとも,〒650-0004 中央区中山手通1丁目9-16 扇港ビル,34.6959324,135.1919479,650-0004,restaurant,0.992,layered_strict_wide,layer1_intersection_in_box,A,confirmed
04227db8-d365-4412-92aa-da6ac1d95cd7,ChIJ3xR6WT0qC18RoYlrlYHvP88,Agt,Agt,〒064-0916 4 Chome-1-10 Minami 16 Jonishi,43.0384674,141.3553848,064-0916,cafe,0.996,layered_strict_wide,layer1_intersection_in_box,B,confirmed
04291e6b-8efe-4d65-a5e2-7bf612c86e11,ChIJ74AzrpfzGGAR1tXlSyH2Z-8,昭和屋台 はなわベイビー,昭和屋台 はなわベイビー,〒151-0072 東京都渋谷区幡ヶ谷2丁目13−4,35.6774921,139.6767349,151-0072,restaurant,0.518,layered_strict_wide,layer1_intersection_in_box,A,confirmed
0430f451-0716-4698-8a51-2bf177aa7ca7,ChIJSzZ5IwCRQTURTR_bkX6sKiU,饂飩とごはん 万平,饂飩とごはん 万平,〒810-0022 中央区薬院2-1-5,33.5808239,130.3969040,810-0022,restaurant,0.770,layered_strict_wide,layer1_intersection_in_box,A,confirmed
